station_id,latitude,longitude,elevation,start_date,end_date,prcp_zero,prcp_ct,srad_ct,temp_ct,dewpt_ct,rh_ct,wspd_ct,wdir_ct,MGRS_TILE
D2245,45.52651977539063,-122.91436004638672,54.900001525878906,2009-01-28,2014-02-01,0,16555,0,15009,15009,15009,15009,15009,10TER
OXDPN,45.483131408691406,-122.31233215332033,201.5,2023-04-19,2025-05-31,1,18411,0,18020,18020,18020,18020,17962,10TER
AU998,45.40517044067384,-122.58416748046876,35.43000030517578,2015-01-21,2025-01-19,0,73778,0,47675,47674,47674,47646,47674,10TER
BLFPN,45.4122200012207,-122.27340698242188,262.70001220703125,2023-06-28,2025-05-31,1,16731,0,16435,16435,16435,16435,16404,10TER
1946P,45.5440788269043,-122.596321105957,81.0999984741211,2019-10-30,2021-09-23,1,16677,0,0,0,0,0,0,10TER
ODE01,45.25928115844727,-122.58815002441406,172.1999969482422,2014-10-29,2018-04-12,1,27996,0,24890,0,0,24890,24811,10TER
D6481,45.54249954223633,-122.97599792480467,63.0,2010-12-22,2012-12-31,0,6189,0,4582,4582,4582,4592,4592,10TER
D4118,45.39149856567384,-122.1083297729492,381.0,2010-01-06,2025-05-31,0,134621,0,129581,130759,130759,130759,130759,10TER
C0420,45.52000045776367,-122.88300323486328,58.0,2002-02-07,2006-11-01,0,34850,44,27963,27961,27961,27963,27963,10TER
F2157,45.50682830810546,-122.64466857910156,23.090000152587887,2002-10-23,2025-05-31,0,41244,9842,16061,16058,16058,16052,15913,10TER
D0228,45.348670959472656,-122.36199951171876,106.69999694824217,2008-04-02,2011-07-03,0,27277,0,25260,25260,25260,25260,25260,10TER
E2298,45.504669189453125,-122.66999816894533,55.0,2013-03-06,2017-10-23,0,40446,0,37995,37995,37995,37995,37995,10TER
MTOPN,45.30213928222656,-121.75562286376952,1170.4000244140625,2021-07-14,2025-05-31,1,24434,0,23868,23868,23868,23868,18035,10TER
ODE07,45.560901641845696,-122.671516418457,64.0,2014-10-29,2017-11-02,1,26368,0,0,0,0,23596,23314,10TER
C6790,45.38516998291016,-122.7366714477539,34.0,2006-11-15,2010-11-24,0,35128,0,33402,33402,33402,33402,33402,10TER
ORCO3,45.3577995300293,-122.60970306396484,15.199999809265137,2011-11-23,2025-06-01,0,118360,0,115388,115204,115385,115394,115356,10TER
F5845,45.30167007446289,-122.9461669921875,56.619998931884766,2019-07-24,2023-12-15,0,38069,0,37565,37565,37565,37564,37564,10TER
2188P,45.69218063354492,-121.89347839355467,25.0,2019-10-30,2021-09-23,1,16674,0,0,0,0,0,0,10TER
CMSLB,45.591400146484375,-122.40190124511717,81.93399810791014,2012-04-30,2016-06-30,0,36516,0,35692,0,35692,35692,35692,10TER
1949P,45.51287078857422,-122.87344360351562,54.900001525878906,2019-10-30,2021-09-23,1,16677,0,0,0,0,0,0,10TER
D2032,45.788761138916016,-122.5409469604492,94.0,2009-01-14,2016-07-04,0,61309,0,55470,55470,55470,55470,55470,10TER
F8434,45.509498596191406,-122.29717254638672,182.66000366210935,2020-10-07,2025-05-31,0,40541,0,39921,39921,39921,39921,39921,10TER
HYD38,45.5098991394043,-122.73709869384768,241.1000061035156,2018-12-27,2025-05-31,1,51243,0,0,0,0,0,0,10TER
G2559,45.48332977294922,-122.69999694824217,155.0,2022-12-08,2024-02-05,0,3769,0,383,383,383,383,383,10TER
F7028,45.624000549316406,-122.59467315673828,300.0,2020-03-18,2023-01-03,0,24461,23695,23695,23695,23695,23695,23695,10TER
AP477,45.412330627441406,-122.63749694824217,46.59999847412109,2002-04-24,2009-08-22,0,58331,1,34514,34514,34514,34515,34515,10TER
C9796,45.54750061035156,-122.65299987792967,53.0,2008-02-06,2008-11-30,0,7048,0,4370,4370,4370,4370,4370,10TER
F7062,45.43416976928711,-122.55467224121092,100.0,2020-03-25,2022-04-01,0,17709,17669,17669,17669,17669,17669,17669,10TER
1986P,45.49261093139649,-122.64013671875,21.0,2019-10-30,2021-08-03,1,15442,0,0,0,0,0,0,10TER
E7861,46.00967025756836,-122.84467315673828,7.329999923706056,2015-09-02,2025-06-01,0,67024,61574,63392,63391,63391,63393,48267,10TER
4087P,45.5399284362793,-122.61815643310545,57.0,2020-07-29,2021-09-23,1,9626,0,0,0,0,0,0,10TER
ODT83,45.37609100341797,-122.22310638427734,373.1000061035156,2012-01-25,2025-05-31,1,116831,0,114571,112625,112626,0,0,10TER
D8818,45.43014144897461,-122.4189682006836,183.0,2011-11-02,2023-01-15,0,97955,0,95557,95556,95556,95557,95557,10TER
G6104,45.68833160400391,-122.61900329589844,90.0,2025-04-09,2025-05-31,0,1109,0,1104,1104,1104,1102,1101,10TER
2065P,45.50461959838867,-122.59501647949217,68.9000015258789,2019-10-30,2021-09-23,1,15424,0,0,0,0,0,0,10TER
2112P,45.5017204284668,-122.62622833251952,50.0,2019-10-30,2021-09-23,1,16335,0,0,0,0,0,0,10TER
2088P,45.52730178833008,-122.6521224975586,43.900001525878906,2019-10-30,2020-10-06,1,8206,0,0,0,0,0,0,10TER
OD172,45.583541870117195,-122.5441207885742,14.899999618530272,2019-10-16,2025-05-31,1,49150,0,47870,47870,47870,21942,0,10TER
GVT50,45.288570404052734,-121.78275299072264,1527.0999755859375,2015-10-21,2025-05-31,1,63623,0,58601,58601,58601,58547,53834,10TER
G4993,45.50967025756836,-122.62066650390624,50.0,2024-06-19,2024-08-03,0,1086,1076,1076,1076,1076,1076,1076,10TER
BLUPN,45.267681121826165,-122.48754119873045,228.8999938964844,2023-04-19,2025-05-31,1,18411,0,18111,18111,18111,18111,18061,10TER
TR320,45.34527969360351,-121.939453125,434.2999877929688,2001-07-05,2005-12-23,0,30899,0,9088,5094,6608,0,0,10TER
VNCCV,45.612701416015625,-122.49109649658205,7.923999786376954,2012-06-14,2021-07-01,0,57114,0,54906,0,54906,54906,54906,10TER
HYD08,45.50859832763672,-122.717903137207,206.0,2018-12-27,2021-08-25,1,23125,0,0,0,0,0,0,10TER
2050P,45.35760116577149,-122.62899780273436,160.89999389648435,2019-10-30,2021-09-23,1,16677,0,0,0,0,0,0,10TER
F9116,45.40882873535156,-122.6066665649414,101.87000274658205,2021-01-27,2025-06-01,0,37906,37378,37378,37378,37378,37378,37378,10TER
HYD28,45.57799911499024,-122.69969940185545,45.09999847412109,2018-12-27,2019-07-02,1,4334,0,0,0,0,0,0,10TER
HLNTH,45.523601531982415,-122.97689819335936,87.54199981689453,2012-04-30,2022-07-07,0,56231,0,55007,0,55007,55007,55007,10TER
1872D,45.54111099243164,-122.91666412353516,61.0,2020-07-15,2021-12-14,0,12428,1,12370,0,12370,12370,12370,10TER
SMDPN,45.28311920166016,-121.73773193359376,1113.4000244140625,2024-07-24,2025-05-31,1,7325,0,7266,7266,7266,7266,6621,10TER
F5630,45.50416946411133,-122.88417053222656,60.58000183105469,2019-06-19,2024-05-31,0,34569,33150,33150,33150,33150,33150,33150,10TER
AU650,45.391998291015625,-122.65532684326172,165.92999267578125,2013-04-29,2025-06-01,0,105374,3067,101125,101125,101125,101125,101125,10TER
C7021,45.474830627441406,-122.61599731445312,80.0,2008-06-18,2020-03-31,0,100255,57865,96996,96993,96993,96998,96990,10TER
TDEOR,45.549999237060554,-122.38999938964844,12.0,2015-10-15,2019-08-14,0,31952,28298,28298,0,28298,28298,28298,10TER
D0603,45.295501708984375,-122.77382659912108,56.0,2008-05-28,2008-07-15,0,1143,0,701,701,701,701,701,10TER
D5586,45.24467086791992,-122.43499755859376,427.23001098632807,2010-08-11,2021-09-23,0,96876,63106,94184,94184,94184,94183,94183,10TER
PRTTM,45.502201080322266,-122.71499633789062,283.4670104980469,2012-04-30,2023-05-12,0,76861,1,74683,0,74683,74683,74683,10TER
3945P,45.416549682617195,-122.81784057617188,203.0,2020-06-24,2021-09-23,1,10957,0,0,0,0,0,0,10TER
F0653,45.3253288269043,-122.98249816894533,63.38999938964844,2017-03-15,2025-05-31,0,37049,0,34595,34595,34595,34595,34595,10TER
MITW1,46.03329849243164,-122.1667022705078,1097.300048828125,2009-11-11,2024-06-15,0,121734,1,0,0,0,0,0,10TER
G5636,45.25682830810546,-122.486328125,227.0,2024-12-04,2025-06-01,0,4139,4073,4073,4073,4073,4073,4073,10TER
SFBO3,45.450000762939446,-122.02999877929688,801.5999755859374,2001-07-01,2025-05-31,0,207178,52,151986,6,6,4,4,10TER
RDSPN,45.31275939941406,-121.89151763916016,578.2000122070312,2020-12-23,2025-05-31,1,19458,0,19088,19088,19088,19088,18486,10TER
2018P,45.53271865844727,-122.69972229003906,31.100000381469727,2019-10-30,2020-09-13,1,7673,0,0,0,0,0,0,10TER
WCRRS,45.3811912536621,-122.85659027099608,50.900001525878906,2021-11-10,2025-05-31,1,30966,0,30223,30223,30224,30222,30052,10TER
C7892,45.70417022705078,-122.54550170898436,87.0,2007-04-25,2015-06-25,0,65954,0,57232,57232,57232,57230,57230,10TER
1956P,45.51187133789063,-122.63017272949217,50.0,2019-10-30,2020-10-07,1,8241,0,0,0,0,0,0,10TER
F8540,45.19382858276367,-122.86717224121092,60.0,2020-10-28,2023-11-02,0,26356,16630,16653,16653,16653,16648,16648,10TER
D9191,45.51966857910156,-122.63150024414062,61.0,2012-01-04,2015-09-24,1,31638,0,28431,28431,28431,28431,28431,10TER
AX112,45.30849838256836,-122.80033111572264,64.91999816894531,2025-05-28,2025-06-01,0,82,82,82,82,82,82,82,10TER
F8409,45.5146713256836,-122.80117034912108,83.0,2020-10-07,2025-06-01,0,40587,40067,39588,39588,39588,40068,40068,10TER
H0331,45.709999084472656,-122.62000274658205,97.5999984741211,2002-06-05,2015-06-17,0,113814,59,109748,109748,109748,109748,109748,10TER
HYD45,45.546199798583984,-122.7104034423828,11.0,2018-12-27,2025-05-31,1,51333,0,0,0,0,0,0,10TER
OD155,45.3050193786621,-121.81694793701172,918.0999755859376,2018-09-12,2025-05-31,1,57184,0,55693,55693,55699,21826,0,10TER
G5568,45.211669921875,-122.72866821289062,53.0,2024-11-20,2025-05-31,0,4469,0,4202,4202,4202,4202,4202,10TER
HYD43,45.56240081787109,-122.64350128173828,67.0999984741211,2018-12-27,2025-05-31,1,48686,0,0,0,0,0,0,10TER
E6654,45.34632873535156,-121.95066833496092,427.3200073242188,2015-02-04,2023-12-22,0,71535,0,70436,70436,70436,70437,70437,10TER
PRT02,45.557498931884766,-122.53690338134768,8.83899974822998,2012-04-30,2014-11-17,0,22345,0,21607,0,21607,21607,21607,10TER
HYD10,45.59479904174805,-122.71739959716795,14.0,2018-12-27,2025-05-31,1,51244,0,0,0,0,0,0,10TER
9102D,45.4011116027832,-122.98660278320312,127.79499816894533,2020-07-15,2025-06-01,0,42431,0,40934,0,40934,40934,40934,10TER
OD161,45.30693817138672,-121.85443878173828,711.0999755859375,2018-11-23,2025-05-31,1,55449,0,53867,53867,53871,21670,0,10TER
DIXO3,45.71469879150391,-122.96389770507812,435.8999938964844,2011-06-19,2024-12-03,0,111757,0,0,0,0,0,0,10TER
HYD32,45.58390045166016,-122.58300018310545,4.900000095367432,2018-12-27,2025-05-31,1,51237,0,0,0,0,0,0,10TER
D9378,45.62879943847656,-122.36807250976562,125.0,2012-01-18,2014-01-07,0,17297,0,15932,15932,15932,15932,15932,10TER
HYD27,45.51269912719727,-122.66020202636717,22.899999618530277,2018-12-27,2025-05-31,1,51238,0,0,0,0,0,0,10TER
ESEPN,45.27404022216797,-122.27842712402344,354.79998779296875,2022-04-06,2025-05-31,1,27435,0,27115,27115,27115,27115,27045,10TER
F8658,45.893169403076165,-122.81182861328124,26.6299991607666,2020-11-18,2025-06-01,0,39586,39175,39175,39175,39175,39175,39175,10TER
D4360,45.49583053588867,-122.62049865722656,53.11000061035156,2010-01-27,2025-06-01,0,128008,1,118295,118295,118295,118495,118495,10TER
G5626,45.81782913208008,-122.65617370605467,93.66000366210936,2024-12-04,2025-06-01,0,4139,4089,4089,4089,4089,4089,4089,10TER
UP335,45.17024993896484,-122.82177734375,54.900001525878906,2006-06-21,2025-05-31,1,162787,0,111112,0,0,0,0,10TER
NMRPN,45.355350494384766,-122.99710845947264,426.3999938964844,2023-05-03,2025-05-31,1,18075,0,17776,17776,17776,17776,17760,10TER
D6182,45.591899871826165,-122.32917022705078,90.0,2010-11-25,2012-06-11,0,7986,0,6045,6045,6045,6045,6045,10TER
D4881,45.53382873535156,-122.81582641601562,90.0,2010-04-07,2025-06-01,0,132698,0,131044,131044,131044,131044,131043,10TER
KELPN,45.4179916381836,-122.38008880615232,185.8999938964844,2022-04-06,2025-05-31,1,27435,0,26749,26749,26749,26749,26560,10TER
H0159,45.354000091552734,-122.84200286865232,61.0,2002-06-05,2020-01-08,0,151178,42,137484,137484,137484,137484,137484,10TER
HYD11,45.453800201416016,-122.2885971069336,221.8999938964844,2018-12-27,2025-05-31,1,51243,0,0,0,0,0,0,10TER
HYD07,45.563598632812486,-122.67359924316406,64.9000015258789,2018-12-27,2025-05-31,1,51240,0,0,0,0,0,0,10TER
2096P,45.47018814086913,-122.81640625,81.0999984741211,2019-10-30,2021-07-24,1,15198,0,0,0,0,0,0,10TER
3878P,45.261428833007805,-122.67514038085936,49.09999847412109,2020-06-03,2021-09-23,1,11461,0,0,0,0,0,0,10TER
2015P,45.31303024291992,-122.74916076660156,64.9000015258789,2019-10-30,2021-09-23,1,16669,0,0,0,0,0,0,10TER
WCRKM,45.45188903808594,-122.85704803466795,218.8000030517578,2021-11-10,2025-05-31,1,30738,0,29153,29153,29154,29154,28586,10TER
E6650,45.79383087158203,-122.56883239746092,84.88999938964845,2015-01-28,2021-02-07,0,51994,0,48891,48891,48891,48891,48891,10TER
E1829,45.43532943725586,-122.80166625976562,53.47999954223633,2013-01-23,2025-05-31,0,107192,0,105723,105722,105722,105723,105723,10TER
C2664,45.53133010864258,-122.29167175292967,201.0,2004-11-10,2025-05-31,0,168628,52,154717,154713,154714,155073,155073,10TER
AS522,45.2566795349121,-122.68466186523436,50.0,2007-01-11,2014-11-12,0,44939,0,33734,33734,33734,33734,33734,10TER
D6659,45.17995834350586,-122.40331268310545,251.5,2011-01-05,2025-05-31,0,125287,107,123461,123460,123460,123461,123461,10TER
LUDPN,45.505149841308594,-122.24764251708984,293.79998779296875,2024-02-28,2025-06-01,1,10852,0,10577,10577,10577,10577,10522,10TER
2105P,45.3051986694336,-122.96771240234376,59.09999847412109,2019-10-30,2021-09-23,1,16677,0,0,0,0,0,0,10TER
E8877,45.861328125,-122.40132904052734,212.0,2016-03-16,2022-01-24,0,51428,1,50846,50846,50846,50801,50801,10TER
ODT95,45.69540023803711,-122.87069702148436,17.100000381469727,2012-09-19,2025-05-31,1,102493,1,95733,91455,93655,91044,92214,10TER
C5276,45.61867141723633,-122.8653335571289,140.0,2006-02-01,2007-01-16,0,8367,0,7706,7729,7729,7729,7729,10TER
TT775,45.84936141967773,-122.86569213867188,80.19999694824217,2023-05-31,2024-05-25,0,8632,8248,8250,8248,8248,8250,6928,10TER
WSTLN,45.388301849365234,-122.63379669189452,22.86000061035156,2012-04-30,2025-06-01,0,90158,0,88412,0,88412,88412,88412,10TER
H0598,45.650001525878906,-122.5199966430664,77.47000122070312,2003-05-14,2004-11-25,0,13439,0,13154,13154,13154,13154,13154,10TER
E8319,45.456329345703125,-122.60533142089844,39.0,2015-12-16,2022-11-04,0,56950,46121,46272,46272,46272,46263,46263,10TER
D5310,45.459999084472656,-122.50800323486328,183.82000732421875,2010-06-30,2025-06-01,0,119920,76,117838,117838,117838,117838,117838,10TER
ODT63,45.342281341552734,-122.63455963134768,38.09999847412109,2006-07-26,2025-05-31,1,157431,0,148421,148421,148452,144080,132637,10TER
AV140,45.61367034912109,-122.43049621582033,112.2300033569336,2016-01-29,2020-12-20,0,42005,1,39182,39182,39182,39182,39182,10TER
AT894,45.56417083740234,-122.84033203125,86.41999816894531,2011-01-05,2025-05-31,0,123703,0,110496,110490,110490,110496,110496,10TER
HYD16,45.507598876953125,-122.43740081787108,93.0,2018-12-27,2025-05-31,1,51246,0,0,0,0,0,0,10TER
HYD03,45.48619842529297,-122.59600067138672,73.19999694824217,2018-12-27,2025-05-31,1,51241,0,0,0,0,0,0,10TER
WRFW1,45.700000762939446,-122.0666732788086,609.5999755859375,2001-07-01,2011-10-17,0,35297,27298,29233,29228,29228,29213,29013,10TER
H0220,45.31999969482422,-122.58000183105467,175.89100646972656,2002-06-06,2005-07-16,0,27262,0,25518,25518,25518,25518,25518,10TER
WSUVA,45.67770004272461,-122.6512985229492,71.0,2008-09-03,2008-10-24,1,1225,0,1126,1126,1126,1126,1126,10TER
OD154,45.322429656982415,-122.89460754394533,97.5,2018-09-05,2025-05-31,1,49742,0,47043,42860,42865,42095,43898,10TER
MTZIO,45.56999969482422,-122.19999694824217,141.10000610351562,2001-08-09,2007-02-20,1,25956,55,17513,12358,12358,17512,17513,10TER
MRTPN,45.40938949584961,-122.20165252685545,367.0,2022-04-06,2025-05-31,1,27435,0,27114,27114,27114,27114,27042,10TER
F4829,45.598670959472656,-122.82550048828124,286.67999267578125,2019-05-08,2025-05-31,0,52974,0,51934,51934,51934,51934,51934,10TER
C1657,45.349170684814446,-122.3603286743164,108.19999694824217,2004-01-08,2006-10-24,0,19911,57,17925,17925,17925,17925,17925,10TER
C9252,45.29811096191406,-122.28787231445312,333.0,2007-12-19,2013-09-07,0,34340,0,32008,32008,32008,32008,32008,10TER
TT046,45.1523323059082,-122.301887512207,899.7999877929686,2012-05-23,2025-04-03,0,14446,12936,12955,12955,12956,12956,11629,10TER
AW515,45.43016815185546,-122.30049896240232,221.8999938964844,2024-02-21,2025-05-31,0,10864,9917,9917,9917,9917,9917,9917,10TER
OD165,45.3445701599121,-121.94754791259768,438.8999938964844,2019-12-05,2025-01-25,1,42709,1,41210,41210,41227,34293,6935,10TER
H0443,45.60359954833984,-122.47789764404298,84.79000091552734,2002-08-07,2003-02-23,0,4710,0,4198,4198,4198,4198,4198,10TER
FADO3,45.268901824951165,-122.31670379638672,152.39999389648435,2011-11-23,2013-08-11,0,13614,0,0,0,0,0,0,10TER
ODT06,45.62139129638672,-122.67320251464844,6.099999904632568,2002-04-24,2025-05-31,0,190665,48,174357,174360,174358,174820,174120,10TER
OD207,45.354679107666016,-122.96427917480467,302.1000061035156,2021-08-18,2025-05-31,1,33005,0,32119,31893,31893,32090,32011,10TER
3324P,45.699798583984375,-121.8905563354492,114.9000015258789,2020-05-06,2021-09-23,1,12134,0,0,0,0,0,0,10TER
NWBRG,45.2952995300293,-122.9719009399414,108.2959976196289,2012-04-30,2014-11-06,0,19276,0,18870,0,18870,18870,18870,10TER
EACPN,45.18727111816406,-122.363037109375,347.5,2022-04-06,2025-05-31,1,27435,0,27115,27115,27115,27115,26370,10TER
WRNO3,45.59999847412109,-122.05278015136717,12.5,2016-12-09,2025-05-31,1,66745,0,0,0,0,0,0,10TER
D7980,45.36616897583008,-122.51866912841795,141.0,2011-07-06,2025-06-01,0,116307,230,111915,111911,111921,111390,110472,10TER
2072P,45.45191955566406,-122.67257690429688,135.0,2019-10-30,2021-09-23,1,16677,0,0,0,0,0,0,10TER
EGKO3,45.367942810058594,-122.33097076416016,225.6000061035156,2004-12-29,2025-05-31,0,175662,167623,169830,169763,169823,169814,164589,10TER
ODT78,45.669311523437514,-121.88484191894533,63.700000762939446,2009-02-11,2025-05-31,1,136125,0,127983,126243,126259,127176,127478,10TER
KPDX,45.59577941894531,-122.60916900634768,6.099999904632568,2021-02-03,2021-02-17,1,336,0,336,336,336,336,336,10TER
XSAU,45.79204940795898,-122.77777862548828,7.619999885559082,2012-02-08,2013-04-29,1,8875,0,8224,5440,5440,8224,8224,10TER
G3210,45.60232925415039,-122.42716979980467,646.0,2023-03-15,2025-06-01,0,19278,0,18998,18998,18998,18998,18998,10TER
ODT08,45.59000015258789,-122.5500030517578,9.0,2002-04-24,2022-07-28,0,149095,48,135526,135529,141087,123930,105948,10TER
F1302,45.67232894897461,-121.89167022705078,23.57999992370605,2001-07-01,2025-06-01,0,46179,1,42822,42563,42564,42819,42797,10TER
AS033,45.450828552246094,-122.85299682617188,213.3999938964844,2005-11-16,2008-01-03,0,11969,0,10364,10364,10364,10364,10364,10TER
LKSCL,45.427200317382805,-122.70220184326172,200.88699340820312,2012-04-30,2020-07-13,0,68745,0,67219,0,67219,67219,67219,10TER
D4869,45.44150161743164,-122.3663330078125,538.0,2010-04-07,2025-05-31,0,122809,0,118836,118835,118840,118850,118850,10TER
C4910,45.762001037597656,-122.74484252929688,35.0,2005-12-28,2018-05-14,0,101656,0,79512,79508,79508,79482,79482,10TER
WS042,45.68424987792969,-121.8985366821289,30.479999542236328,2019-08-27,2019-08-27,1,3,3,3,3,3,3,3,10TER
TS351,45.669448852539055,-121.88166809082033,39.0,2004-12-29,2005-06-08,0,3792,3552,3558,3558,3558,3559,3553,10TER
EVNPN,45.51084899902344,-122.28875732421876,164.89999389648435,2022-04-06,2025-05-31,1,15084,0,14333,14333,14333,14333,14203,10TER
BPTRO,45.55831909179688,-122.40200042724608,36.59999847412109,2011-12-07,2018-06-01,1,54558,0,53595,53595,53595,53595,53556,10TER
PRTDD,45.51129913330078,-122.52660369873045,8.83899974822998,2012-04-30,2017-06-21,0,36440,0,35701,0,35701,35701,35701,10TER
1975P,45.558208465576165,-122.60555267333984,54.900001525878906,2019-10-30,2020-10-15,1,8426,0,0,0,0,0,0,10TER
E4932,45.4138298034668,-122.76882934570312,67.16999816894531,2014-04-09,2025-06-01,0,97422,87676,95833,95833,95833,95833,95833,10TER
D0677,45.65367126464844,-122.53117370605467,77.62000274658203,2008-06-11,2025-06-01,0,148361,0,145738,145738,145738,145647,145646,10TER
D4948,45.70515060424805,-122.65804290771484,31.0,2010-04-26,2010-06-14,1,317,0,10,10,10,10,10,10TER
E8380,45.459838867187514,-122.51367950439452,211.0,2016-01-13,2025-06-01,0,78965,0,73062,73062,73062,73060,73060,10TER
C9303,45.34143829345703,-121.93202209472656,466.0,2008-01-10,2010-04-17,1,12313,0,4694,4104,4104,4694,4694,10TER
PRTFP,45.54240036010742,-122.7771987915039,242.01400756835932,2012-04-30,2025-05-31,0,114304,0,112273,0,112273,112273,112273,10TER
HLLNW,45.56110000610351,-122.90249633789062,53.0349998474121,2012-04-30,2025-05-31,0,114373,0,112181,0,112181,112181,112181,10TER
C6873,45.64250183105469,-122.65733337402344,65.0,2006-12-06,2016-01-03,0,52791,0,49655,49655,49655,47751,47751,10TER
F4835,45.831668853759766,-122.74217224121092,44.09000015258789,2019-03-27,2025-05-31,0,52004,45386,45362,45361,45376,45389,45389,10TER
AT283,45.86362075805664,-122.79702758789062,11.0,2009-08-26,2014-02-13,0,31905,0,31348,31348,31348,31348,31348,10TER
E9240,45.50749969482422,-122.43199920654298,82.30000305175781,2016-05-25,2025-05-31,0,78100,0,75391,75390,75390,75400,75400,10TER
HYD44,45.58570098876953,-122.7594985961914,13.100000381469728,2018-12-27,2025-05-31,1,51332,0,0,0,0,0,0,10TER
2060P,45.57630157470703,-122.6668701171875,36.0,2019-10-30,2021-09-23,1,16677,0,0,0,0,0,0,10TER
F5667,45.54199981689453,-122.78500366210936,175.91000366210935,2019-06-19,2022-06-24,0,26466,26180,26190,26190,26190,26190,26190,10TER
EHMW1,45.73059844970703,-122.40059661865232,411.5,2009-11-11,2024-06-17,0,123391,0,0,0,0,0,0,10TER
AV707,45.34577178955078,-122.98426818847656,362.0,2020-11-25,2025-02-13,0,35374,0,34899,34899,34899,34899,34899,10TER
E5214,45.43383026123047,-122.50366973876952,182.8999938964844,2014-07-09,2024-03-17,0,85000,0,82851,82851,82851,82728,82728,10TER
HYD21,45.472900390625,-122.57009887695312,64.9000015258789,2018-12-27,2025-05-31,1,51242,0,0,0,0,0,0,10TER
F2984,45.89982986450195,-122.81950378417967,16.0,2004-12-08,2025-05-31,0,61059,60419,60489,60489,60489,60489,60489,10TER
G6044,46.00783157348633,-122.33267211914062,161.0,2025-03-12,2025-06-01,0,1784,0,1693,1691,1692,1691,1689,10TER
3691P,45.527019500732415,-122.3777084350586,53.900001525878906,2020-05-06,2021-09-15,1,11946,0,0,0,0,0,0,10TER
1973P,45.582130432128906,-122.74659729003906,34.099998474121094,2019-10-30,2021-09-18,1,12555,0,0,0,0,0,0,10TER
G2516,45.52767181396484,-122.48966979980467,85.0,2022-10-26,2025-06-01,0,22453,0,21670,21670,21670,21670,21670,10TER
F0553,45.60816955566406,-122.55699920654298,62.869998931884766,2019-05-22,2025-06-01,0,52451,0,49938,49938,49938,49938,49938,10TER
G0282,45.61466979980469,-122.58966827392578,81.05000305175781,2021-08-11,2025-06-01,0,33143,32770,32770,32770,32770,32770,32770,10TER
VNCVT,45.659698486328125,-122.56829833984376,78.98999786376953,2012-04-30,2014-11-06,0,22080,0,21585,0,21585,21585,21585,10TER
D9850,45.636329650878906,-122.57499694824217,70.0,2012-03-21,2015-01-31,0,11222,0,11108,11108,11108,11108,11108,10TER
D5318,45.46847915649414,-122.59295654296876,77.0,2010-06-30,2012-09-23,0,19601,0,18881,18881,18881,18881,18881,10TER
C1183,45.41299819946289,-122.63749694824217,250.0,2003-07-23,2003-11-09,0,2609,0,2319,2319,2319,2319,2319,10TER
F7953,45.51316833496094,-122.63583374023436,47.34999847412109,2020-07-29,2023-02-18,0,9320,335,8768,8768,8768,8768,4189,10TER
ESTO3,45.299999237060554,-122.35278320312499,93.5999984741211,2016-12-09,2017-03-06,0,2048,0,0,0,0,0,0,10TER
C8562,45.36367034912109,-122.1613311767578,414.5,2007-08-31,2017-03-07,0,81424,6048,42723,42723,42723,44541,44541,10TER
AS864,45.492000579833984,-122.51249694824217,67.0,2008-03-05,2010-04-07,0,5783,0,4202,4202,4202,4202,4202,10TER
F4628,45.414669036865234,-122.6155014038086,117.41999816894533,2019-10-16,2025-05-28,0,45625,0,23039,23038,23038,23039,23039,10TER
F6120,45.862831115722656,-122.40249633789062,213.33999633789065,2019-09-25,2025-06-01,0,49678,48987,49137,49137,49137,48989,48989,10TER
OD162,45.302898406982415,-121.77870178222656,1114.0,2018-11-23,2025-05-31,1,55449,0,54020,54020,54028,21826,0,10TER
AU658,45.52949905395508,-122.2711715698242,251.27999877929688,2013-05-01,2025-06-01,0,105763,95523,103543,103540,103540,103546,99876,10TER
D7931,45.65082931518555,-122.4938278198242,67.0,2011-06-29,2020-09-12,0,61819,0,46498,46498,46498,46445,46445,10TER
2276P,45.72364044189453,-122.63858795166016,67.0999984741211,2019-10-30,2021-09-23,1,16677,0,0,0,0,0,0,10TER
STVSK,45.68629837036133,-121.90470123291016,31.393999099731445,2012-04-30,2015-12-08,0,28891,0,27561,0,27561,27561,27561,10TER
AW695,45.5,-122.76000213623045,156.0,2024-07-17,2025-06-01,0,7503,7404,7447,7447,7447,7238,6481,10TER
AT336,45.519168853759766,-122.94467163085936,63.0,2009-12-02,2014-12-24,0,15866,0,6229,6229,6229,6226,6226,10TER
E1281,45.68999862670898,-122.59200286865232,320.0,2012-10-31,2016-08-23,0,25287,0,24828,24828,24828,24828,24782,10TER
ODT10,45.53684997558594,-122.6844482421875,82.30000305175781,2002-04-24,2025-05-31,0,192798,48,182774,182776,182773,182635,182400,10TER
1961P,45.43058013916016,-122.6775131225586,82.90000152587889,2019-10-30,2021-09-23,1,11982,0,0,0,0,0,0,10TER
C6182,45.84149932861328,-122.38999938964844,203.0,2006-07-12,2013-06-29,0,56514,0,53799,53799,53799,53799,53799,10TER
WASW1,45.58388900756836,-122.34333038330078,105.8479995727539,2016-12-09,2025-05-31,1,22658,0,10439,0,0,0,0,10TER
UP123,45.65478897094727,-121.90489959716795,33.79999923706055,2003-08-27,2025-06-01,0,184148,14,142948,0,0,127023,106412,10TER
